"字段1","字段2_文本","字段2_链接","字段3_文本","字段3_链接","字段4","时间","字段5","时间1"
"3","有用","javascript:;","巽","https://www.douban.com/people/nothingbut/","看过","2018-12-17","吹爆小温！作为一枚顶级恐怖片导演小温的审美实在太优异了！！！视听水准甚至超过watchmen成为我心中的NO.1！很中二，很西游记，奇妙的没有一个我特别喜欢的演员但每个角色都很讨喜。什么时候正儿八经的西游记能到人家这种工业水准啊…（哀怨的看着老怪…（最后！克总万岁！！！！！",
"3","有用","javascript:;","蜉蝣","https://www.douban.com/people/lephemera/","看过","2018-12-16","好一场海鲜大战！",
"8","有用","javascript:;","what'swilliam","https://www.douban.com/people/52286623/","看过","2018-12-07","3.8星+。温子仁步步封神，逆转DC颓势，送上这部有打有笑有泪的爆米花，将超级英雄solo片拍出如此大的格局，实在是高！史诗感融合中二感，DC目前节奏最好的一部。1.海王真特么狂野，湄拉真特么酷，妮可基德曼一米八大个儿一般男人还真驾驭不住哈哈。2.确实拍出了水下版《星球大战》的feel，配乐劳苦功高。3.海底一族的扮相非常“东海龙宫”，总有种进化不完全的感觉，而且弄得我有点想看海王大战哪吒和四海龙王。4.喜欢海王湄拉出海和西西里风光那段。",
"2","有用","javascript:;","麦","https://www.douban.com/people/timbbm/","看过","2018-12-09","没想到水下这个样子的花花绿绿就把大家给惊着了，要求其实真的不高，也是，毕竟抖音快手不给人审美上的收获。这个导演很能模仿各种成功的大场景桥段嘛，粗暴的电视级手法，只有展示没有灵魂，相比诺兰透过蝙蝠侠对世界做过的深刻解释，海王可能确实是带大家打打游戏就好了。",
"4","有用","javascript:;","pinking。墨白","https://www.douban.com/people/pinking/","看过","2018-12-09","美术配色质感上都缺乏细节 风格也凌乱 海王最后的玉米造型不行啊 不能跟阿凡达比 更别提魔戒了。海王很可以。",
"4","有用","javascript:;","Z星驰007","https://www.douban.com/people/Zxingchi007/","看过","2018-12-08","人类真的很幸福啊，各种大反派都想毁灭地球和人类，结果总有英雄站出来帮人类把问题摆平，最后人类看着正邪对决大战说“打得真好看”。",
"6","有用","javascript:;","瑞波恩","https://www.douban.com/people/39690610/","看过","2018-12-10","#年度佳片#分明是一部DC商业大片的标配，却被拍出了《王者归来》一般的史诗格局。除了工业光魔让人叹为观止的特效场面，还有Amber Heard与Nicole Kidman两大美女倾国倾城的颜，拥有魔鬼身材的长发海王，他被称为血统不正的野种，依然可以号令群雄称霸海洋，为爱人老妈奋勇杀敌的古典故事，励志有爱又很燃，而海底如梦如幻的美景更为影片加分不少。不得不说，温子仁给华人长脸了，对他的下一部已经有些期待了。",
"3","有用","javascript:;","Abe","https://www.douban.com/people/framtid/","看过","2018-12-08","派脆秃很努力了！发际线都这么高了还梳了个这样的发型，而且台词耻度还这么高",
"6","有用","javascript:;","余小岛","https://www.douban.com/people/missixyujun/","看过","2018-12-12","情节实在太赶太赶太赶了，走马观花，所有人物都像是赶着回家奶娃一样，毫无停顿和沉淀，禁不起深思。要是把节奏放缓，这片子估计拍成三部。。不过形势所迫，温子仁能把握到这个程度也不容易，大场面的调度、运镜和转场还是厉害的。西西里岛上那段追逐戏的镜头运动配得上牛逼二字，基本相当于把《招魂》系列里各种逼仄空间的镜头运动放到了更广阔的天地，大有作为。",
"7","有用","javascript:;","小海","https://www.douban.com/people/xseac/","看过","2018-12-13","越来越感觉到，流行文化中的绝大部分，本质只是对经典与伟大作品的模仿和荟萃。不是说它们不好，而是如果我们浅尝辄止，停留于此，只会成为流行文化的奴仆。",
"16","有用","javascript:;","康报虹","https://www.douban.com/people/kangbaohong/","看过","2018-12-07","自2014年《X战警：逆转未来》与《银河护卫队》以来（我看过）最好的超级英雄电影。亚特兰蒂斯入侵咸水族的场面闪回到了《星球大战2:帝国反击战》，只不过将场景从外太空移植到了海洋中，相似的是卢卡斯和温子仁二人对特技场面的极致追求。如果没有看过《海王》，我会认为曾经看到的就是如今特技技术的顶尖水平，因为温导知道如何利用特技，最大程度的挖掘特其优势，跟随海王的视角，观众得以窥见海底世界的一角，从瑰丽的亚特兰蒂斯王国到阴森恐怖——夹带私货的海沟族领地，从无尽的沙海到神话中的地心藏海，满足你对海洋文明的一切幻想和对幽暗深海的一切恐惧，就是这一角便足以让观众大饱眼福。",
"7","有用","javascript:;","思郁","https://www.douban.com/people/ygy8245/","看过","2018-12-07","这大概是DC的超级英雄电影中最不是差评的一部大片了",
"5","有用","javascript:;","摩诃曼珠沙华","https://www.douban.com/people/cn_panda/","看过","2018-12-08","从海里爬上陆地生宝宝，生完也不管拍拍屁股走人，让孩子长大自己回海里。我说的不是海龟，是海王他娘.....",
"3","有用","javascript:;","不要叫我大王","https://www.douban.com/people/1915304/","看过","2018-12-15","视觉真的好，就是无聊到我朋友和隔壁都看睡着了。。。海洋版game of thrones加黑豹吗。。。最后大战生猛海鲜看得好饿。。。玉米装也是无法直视哈哈哈哈最后直接觉得在说"" I am a corn man """,
"11","有用","javascript:;","逗逼男神","https://www.douban.com/people/67308359/","看过","2018-12-07","不再强行黑暗的DC，终于奉上了精彩的电影。温导成功的营造出了瑰丽宏大的水下王国，并且不失本色的多次加入了jump scare。亚特兰蒂斯拍出了真正的潜藏高文明，原始体系和超高科技的结合。单打独斗的动作戏酣畅淋漓，群情鼎沸的战争戏恢宏壮阔。人物角色个性鲜明又印象深刻，王者风范的海王、性感妩媚的海后、美丽动人的女王、野心勃勃的奥姆王、深仇宿怨的黑蝠鲼……遗憾的是，海王海后的背景和亚特兰蒂斯的情况，都与《正义联盟》产生了逻辑矛盾。",
"8","有用","javascript:;","张春[阿卡纳]","https://www.douban.com/people/arcana/","看过","2018-12-09","我不懂为什么口碑这么好诶。当然特级很炸了，但是故事真是让人毫无感觉嗷。没有一个人有性格，没有人做事有说得过去的原因…",
"24","有用","javascript:;","新北方","https://www.douban.com/people/138798419/","看过","2018-12-07","［A+］IMAX零点场首映，《海王》无疑是一部前所未见的超级英雄影片，温子仁导演再次证明了他对大制作有着出色的掌控能力，且富有才华。超凡想象力+精良特效为观众展现出了绚丽夺目的海底奇观，颇有水下版阿凡达气质。剧本稍显简单，不过全程大场面，节奏紧凑毫不拖沓，陆地到海洋，海洋到陆地打到爽，寻找三叉戟还有几分寻宝冒险片的味道。海马，鲨鱼，沧龙，蝠鲼船，巨蟹机甲等看的一本满足，海沟野蛮人简直是异形的升级版，令人激动不已。卡拉森怪兽出场帅爆！可惜总共没有多少镜头，略感遗憾。此外影片虽设置了些许笑料，但没有像漫威那样迎合市场般放肆，尽可能的侧重人物形象，打造DC应有的品质和风格，这十分可贵。",
"6","有用","javascript:;","邓莹","https://www.douban.com/people/1502959/","看过","2018-12-11","海王有一样过人之处：跟鱼说话。不要以为这是一种没有什么了不起的功能，跟海底的动物说话，倾听他们的真正想法，这是一位贤君才会做的事情，动物在海底世界是最低等的，代表着“底层人”，也就是老百姓，海王赢得了民心，所以他才能得到权杖，他是人民的选择，而不是一个养尊处优的高高在上的国王。他就是海底版的“平民政体创始人”忒修斯",
"7","有用","javascript:;","武侠小王子","https://www.douban.com/people/china-undead/","看过","2018-12-07","简直是后摇加旋死加新世纪啊，妥妥的北欧范儿，乐迷的好福利啊。",
"2","有用","javascript:;","小天猴大眼萌","https://www.douban.com/people/liutianhong1992/","看过","2018-12-08","特效太惊艳了吧，海底大战这个气势恢弘完全不像投资1.3亿啊，各种恐怖电影梗真让人开心，湄拉的脸海王的脸奥姆的发际线真让人想舔，西西里岛配乐的电子游戏感真可爱！情节剧嘛不就是看个爽，还要啥人物弧光又不是拍艺术电影，过不过分嘛！",
"3","有用","javascript:;","拷古雪茄","https://www.douban.com/people/oldragontomb/","看过","2018-12-10","🐸战士太出戏",
"4","有用","javascript:;","Scallet","https://www.douban.com/people/scallet/","看过","2018-12-08","太难看了。跟环太平洋二一样难看吧。",
"20","有用","javascript:;","实在看不惯黑子","https://www.douban.com/people/156690742/","看过","2018-12-08","随意翻了下打三星的网友的主页，结果10个中有9个近期给漫威打了五星然后反手在这打了个三星以下的评分，太真实了吧😂",
"2","有用","javascript:;","Cycble","https://www.douban.com/people/chaiyanchao/","看过","2018-12-07","1、白素贞和救命恩人许仙结婚生子，却被不懂爱的海法拆散。2、杨过十六年后绝情谷底再见妈妈小龙女。3、孙悟空在东海拿到了定海神针，一统七海，封圣称王。4、温子仁不愧是华裔导演。",
"22","有用","javascript:;","wilsonichy","https://www.douban.com/people/wilsonichy/","看过","2018-12-07","宣发是不是太低调，比起去年正联的易拉宝和海报还有周边，低调必成大器，pls explode. @武汉壹方百丽宫",
"7","有用","javascript:;","明安","https://www.douban.com/people/61212508/","看过","2018-12-09","温子仁！温子仁！温子仁！还有妮可基德曼！然后没有了！",
"9","有用","javascript:;","wrongway","https://www.douban.com/people/155845442/","看过","2018-12-07","有明显缺陷，但整体来讲还是太震撼了。即使片长达到140分钟，还是感觉很多地方只能简单略过。有些笑点比较一般，流行歌曲的插入有点突兀。但除此之外，优点之多完全掩盖了缺点。特效，色彩运用，动作设计，服装设计和战争场面均是全年最佳(甚至是阿凡达之后最佳)。温子仁用1.6亿的成本，拍出来4亿的效果。他还将他出色的镜头运用在这里发挥的淋漓尽致:大量令人窒息的慢镜头，跟随镜头，长镜头和旋转镜头。最后的战争场面是星战+指环王+哥斯拉，最后的单挑决斗时海王的王者气息爆棚，整个过程行云流水，叹为观止。9.25/10",
"8","有用","javascript:;","丹朱AI🌵","https://www.douban.com/people/59291955/","看过","2018-12-20","原来三叉戟是个信号放大器，海王小时候能控制海洋馆的鱼，拿了三叉戟就能控制整个大海的鱼。心疼海王弟弟哦，那么帅，那么勤奋，却妈妈不疼，未婚妻不爱，又被下属背叛。爸爸不知哪去了，留下个三叉戟给他做纪念，还被哥哥打碎了。这电影名字应该叫《论二胎的悲惨》。",
"5","有用","javascript:;","普罗萨克","https://www.douban.com/people/prozacnation/","看过","2018-12-08","在西西里打斗的两组长镜头设置很巧妙，连接反派视角和主角视角，主观视角和全局；但水下的镜头过于五彩斑斓和荧光色，有点游戏感，男主整体角色设置比女主逊色不少，没任何作为hero的personality，真应该叫《湄拉和她的副手》",
"8","有用","javascript:;","烤芬","https://www.douban.com/people/coffinwong/","看过","2018-12-16","除了海沟那段没有能看的地方，不知各位都是怎么吹出口的。",
"9","有用","javascript:;","梦羽灵泉","https://www.douban.com/people/38012408/","看过","2018-12-07","徐锦江电影宇宙！",
"4","有用","javascript:;","*ST-MachineGUN","https://www.douban.com/people/MachineGun/","看过","2018-12-08","dc放弃了剧情，全靠特技。海底阿凡达版夺宝奇兵。这个故事告诉我们，出身不行不要紧，关键是会一门别人不会的外语，出国回来镀个金，就贼牛逼了",
"6","有用","javascript:;","傻乐的猫","https://www.douban.com/people/stupidcat7652/","看过","2018-12-07","直男们你们看得开心就好。",
"9","有用","javascript:;","cs182","https://www.douban.com/people/mimiefenqiu/","看过","2018-12-08","因为期待不太高所以看时居然有点小惊喜！很多场景本来挺装逼的但实际效果却特别二... ...妮可基德曼一如既往的美丽！另外海王最后的形象像个玉米棒子精。",
"4","有用","javascript:;","Joanna","https://www.douban.com/people/68229713/","看过","2018-12-08","大部分时间觉得好蠢- - 最后点题不错",
"5","有用","javascript:;","末摘花","https://www.douban.com/people/152688532/","看过","2018-12-11","感觉没有推荐的那么好看",
"5","有用","javascript:;","北村匠海的老公","https://www.douban.com/people/fallnnino/","看过","2018-12-10","这服化道剧尴尬的跟上世纪日本特摄片似的，还抄了一大堆神秘海域，Patrick Wilson要是年轻十岁应该可以演loki那种小王子",
"7","有用","javascript:;","俺困","https://www.douban.com/people/heyt/","看过","2018-12-08","全程无尿点，从头打到尾，史诗级场景，非常优秀的套路商业片了，温子仁用海王和速激7证明了他并不只会拍恐怖片。另，招魂潜伏的男主这回不驱魔，改行啦。",
"1","有用","javascript:;","懒羊羊的蛋糕","https://www.douban.com/people/51142187/","看过","2018-12-13","徐锦江大战齐达内，好好看",
"3","有用","javascript:;","筷喜旺","https://www.douban.com/people/amoyi04/","看过","2018-12-09","深海版黑豹aka黑海豹，连密恐部分都可以一样我也是服了。真的难看，我现在只想看ginger系列的色情片洗洗脑",
"1","有用","javascript:;","井宝","https://www.douban.com/people/mr_dead/","看过","2018-12-09","140分钟的电影，到底讲了多少个故事？美人鱼、定海神针、火影忍者、小蝌蚪找妈妈，需要这么多梗吗？还有这位导演总是突然爆炸、您拍恐怖片拍惯了吗？？？",
"7","有用","javascript:;","cangse","https://www.douban.com/people/162291901/","看过","2018-12-13","服了，各种逻辑不通，各种低幼，观影全程在笑，看相声都没笑成这样。拥有先进武器的一个群体却没有一点文明，还讲究献祭？祭祀是古时候人们面对自然无能为力时做的一种试图解决问题的尝试，而不是为了惩罚，你们把女王推翻，不承认她，却又承认她世袭的儿子？杂交的比纯种的都厉害，那大家都去杂交呗。更别提那一叉子干掉人鱼样的诸侯就政变成功了，这尼玛也太容易了。最扯的是，这样先进的族群，其权力机构完全就是大猩猩丛林法则，两个王pk，草民看热闹，就差吃爆米花了，然后谁赢了就跟谁。古罗马斗兽场都是贵族观看奴隶取乐好么？全程都是蓄意任务模式，低幼得不能再低幼了。不要轻易搞大架构，你的故事承载不了太深的文化。这片和狮子王类似，但狮子王毫不尴尬，因为它本来就是丛林法则。你搞出个先进群体，却都是干猩猩智慧的事儿，我真是呸了！",
"6","有用","javascript:;","Summer","https://www.douban.com/people/jessicazt/","看过","2018-12-10","和大多数的超英电影一样，走出影厅就忘记了。。。玉米粒战衣丑爆了。。。所有好莱坞的怪物都长一个样。。一大坨堆在一起好恶熏惹",
"12","有用","javascript:;","RUNE","https://www.douban.com/people/152799682/","看过","2018-12-08","在IMAX厅看的，特效一如预期般出彩，但很可惜的是，剧情实在太薄弱了点，人物也很功能性，完全不足以撑起这样的特效，虽然我很爱DC，甚至还穿着“正义联盟”的主题帽衫，但什么堪比《指环王》、《黑暗骑士》的言论简直就是屁话。",
"4","有用","javascript:;","吴松张","https://www.douban.com/people/wusiyi/","看过","2018-12-09","送上对DC的赞美———好烂啊！",
"2","有用","javascript:;","小捕头","https://www.douban.com/people/59963161/","看过","2018-12-08","应该算是今年超级英雄电影里到目前为止最喜欢的一部了。",
"5","有用","javascript:;","神的奈川冲浪里","https://www.douban.com/people/128161138/","看过","2018-12-08","温导，商量下能不能海沟族大冒险来一集单独的？觉得那里最猴看惹。另外。为什么我那么替奥姆感到惋惜啊！真的是从天而降一个哥，刷拉拉未婚妻没了三叉戟没了王位没了妈有了又没了。",
"5","有用","javascript:;","知秋","https://www.douban.com/people/basten1988/","看过","2018-12-08","抢我王位还抢我老婆，当老二就是命不好",
"4","有用","javascript:;","银色bullet","https://www.douban.com/people/yinsebullet/","看过","2018-12-07","湄拉好美",
"6","有用","javascript:;","大-燕-威-王","https://www.douban.com/people/putengfei/","看过","2018-12-09","面对马王我还能说啥，身材美丽的大牲口哟！！！嗯，而且他由于骑了海马，从马王升级为海马王了……女主很漂亮，就是她的礼服裙，脖领子那一串老醋蛰头让我有点出戏~",
"19","有用","javascript:;","ricecream","https://www.douban.com/people/2045080/","看过","2018-12-07","孙悟空大战银枪小霸王mix沉香劈山救母mix董永七仙女 谁跟我提阿凡达星球大战超人跟谁急 中华民族伟大复兴的号角已经被温子仁吹响💪💪💪英皇IMAX北京市区最佳了",
"10","有用","javascript:;","子不言","https://www.douban.com/people/ziyanhe/","看过","2018-12-09","我来告诉你们发生了什么，我对这种俗套的高大全半人半神兄弟相残幼稚阴谋打打闹闹傻逼导师总是东方道士头丑陋的海底黄金圣斗士盔甲以及各种流行元素都要来一点的屎一样的大杂烩一脚踢翻，我看睡着了，浪费了我生命中宝贵的两小时，就酱",
"5","有用","javascript:;","惘然","https://www.douban.com/people/wangranran/","看过","2018-12-11","最大的赢家难道不是两位女性？妮可就不说了，把她弄到哪里都灭不了她，她都能好好活下来。公主被国王爱，但她不爱国王，于是就把自己爱的男人扶上王座，她还是王后！",
"11","有用","javascript:;","Kazuma","https://www.douban.com/people/susimai/","看过","2018-12-07","1.amber也太能打了 这么美的红发媚拉好圈粉阿 dc挑女英雄的眼光还是很独到的 2.希望每次切地图的时候 配乐师能冷静一下 3.海王作为元老级别二线英雄 之前对他的印象居然是少正里面海少家的头头...一直以来作为一个辅位角色 还原其起源身世 有着非常超英特色的家庭结构 一个没什么可聊的 正统的真海选之子形象 居然觉得帅到爆炸 一定是被花里胡哨的特效迷惑了 4.超喜欢水下世界里 人物飘荡起来的头发 5. 二 刷 了",
"3","有用","javascript:;","Winnie","https://www.douban.com/people/BonnieWinnie/","看过","2018-12-12","我真实地在电影院睡着了……",
"4","有用","javascript:;","锦妖棉花糖","https://www.douban.com/people/vanessa07/","看过","2018-12-07","1. 如果Aquaman是海王，那Kidman就是孩子王没错了，也十分符合剧情[笑cry] 2. 海王他弟一直让我想到道明寺？！3. 海盗素不素审美观有问题，刚给他的时候白金色的武器多好看啊，非要改装成个大蚂蚁...",
"3","有用","javascript:;","水浒三国金刚","https://www.douban.com/people/3322566/","看过","2018-12-07","二刷imax版后加一颗星",
"20","有用","javascript:;","Gerkuyi","https://www.douban.com/people/p22231/","看过","2018-12-07","“我们已经错过了在大屏幕上看魔戒的年代 还好我们还有海王”",
"4","有用","javascript:;","亲爱的猥琐猪","https://www.douban.com/people/schlampig/","看过","2018-12-08","漫威电影宇宙像英雄聚义，一个个先单打独斗，最后为共同信念合为一股。DC电影宇宙似乎反过来，登台大合唱，再轮番solo。想了想，原来这是偶像套路啊，那我们只管打call就好啦。DC还有个风格，就是每个人的故事都恨不得讲许多，情节非常饱和，尤其考验导演。还好海洋里无分上下左右，温导的旋转镜头和画面切换游刃有余，让童话与恐怖片、粗暴与优雅并存。印象深刻的画面很多，亚瑟与湄拉潜入海沟国的场面分明是多雷的《神曲》，冲上海岸小镇的巡逻艇让人想到《幽灵船最后一次航行》，灯塔就想到显克微支《灯塔看守人》，地心藏海则是《地心游记》。人类眼中的海与亚特兰蒂斯人的海都游历遍了。另外，梗也不少：先是克总，接着海皇祭坛和七海帝国仿佛圣斗士，Kraken竟然是八尾，沙漠桥段又像蝎子王之类冒险剧。好了温导，不要去拍鬼片了，继续这系列可好？",
"1","有用","javascript:;","大树","https://www.douban.com/people/summer1018/","看过","2019-01-07","海王好像程咬金啊",
"4","有用","javascript:;","蒜 | BOY A✎","https://www.douban.com/people/movie007wn/","看过","2018-12-10","故事虽然从开始到彩蛋都蛮俗套的，但去电影院看大片就是看巨幕特效啊，反正第一次进入亚特兰蒂斯王国和海王举着三叉戟出来的时候，我都惊叹的“哇”了一声就够了，全程爆燃，同时满足了男性观众和女性观众的荷尔蒙刺激和激情幻想，把近五年的大片高潮全部糅合在一起，导演就是这么牛，想去二刷",
"7","有用","javascript:;","lotus","https://www.douban.com/people/Queenlotus/","看过","2018-12-08","sorry 有种大闹天宫即视感 另外想知道妮可基德曼是怎么保养的",
"3","有用","javascript:;","小斑","https://www.douban.com/people/petitespot/","看过","2018-12-11","漫改我还是喜欢这种主线清晰，人物成长路径明确的。海王的个性算是鲜明，当然更鲜明的是他的肌肉。女主作为brainy去搭配，人物的互动和剧情的推动节奏快不尴尬。海底世界做得很漂亮。水底打斗的镜头看得出费了不少脑筋。追击戏也带感。爆米花电影看得挺爽快。",
"3","有用","javascript:;","何婊砸","https://www.douban.com/people/RockerHo/","看过","2018-12-13","排山倒海，王者登基！海与陆的动人传说。瑰丽梦幻的亚特兰蒂斯王国景象宛若潘多拉星球，万千鱼兵蟹将熙熙攘攘又仿似《西游记》的海王宫和《海底总动员》。手持金光闪闪三叉戟，金绿鳞装上阵的海王太帅了！！！Amber Heard的湄拉又美又帅气又灵动可爱！！！！！白肤红发的湄拉，在地中海西西里岛怡人的碧海蓝天照映下，美如活脱脱的小美人鱼~！这回终于领略得到了Patrick Wilson的美貌，铂金束发造型的二王子竟可如此帅气逼人！飘然若仙！温子仁风的BGM部分充满趣异出戏的味道。原创配乐太赞！！！继《神奇女侠》、《正义联盟》后，DCEU再出标志性，并注定成为经典的英雄配乐！",
"3","有用","javascript:;","我是崔子","https://www.douban.com/people/simu19/","看过","2018-12-10","海王最精彩的群战场面，居然是大闸蟹大战皮皮虾……虽然看上去是关于二婚后，两子夺嫡的传统故事。但这在本质上涉及到了立嫡还是立贤的问题意识。这是肥肠新清史的叙事讨论，学好新清史，走遍七海都不怕。",
"1","有用","javascript:;","熊升树","https://www.douban.com/people/yishenmanli/","看过","2018-12-15","剧情是真老套，台词是真幼稚，特效是真酷炫，妮可是真女王。《海王》算是给dc及时止血，接下来华纳要稳扎稳打别再出昏招了",
"3","有用","javascript:;","占士鯊","https://www.douban.com/people/JamesTheShark/","看过","2018-12-11","克系+賽博朋好看，也看到章魚打鼓了，可愛可愛！派翠禿的演技在裡面太豪華了，最後大團圓真好？這片的美學好喜歡，溫導拍不拍克片？",
"15","有用","javascript:;","天溦溦","https://www.douban.com/people/50048335/","看过","2018-12-07","优秀的特效！俗套的剧情……男主女主给我感觉像是徐锦江和迪丽热巴在谈恋爱。海盗孤儿真的很像红眼果蝇。这个故事告诉我们，金角大王比银角大王厉害，理科生一定要在有强悍动手能力的同时保持自己的文学修养，否则就会被学历史的文科生爆头。",
"5","有用","javascript:;","林一","https://www.douban.com/people/53543997/","看过","2018-12-07","武术指导不会是六小龄童吧？",
"4","有用","javascript:;","qw0aszx","https://www.douban.com/people/88439681/","看过","2018-12-08","靠刚进海沟那段值得多给半颗星，温子仁在影像上的把控力的确是现在好莱坞导演里排前列的 7.0分★★★☆",
"3","有用","javascript:;","列车长&solaris","https://www.douban.com/people/AspireY/","看过","2018-12-10","这种想到一出是一出的编剧方式真的是我温过手的剧本么？！虽然镜头调度真的超游戏世代，但是形式大于内容的弊病真的比速激还要严重，速激好歹简单粗暴，这片粗暴却很繁琐。",
"10","有用","javascript:;","Proustalain","https://www.douban.com/people/spiky1920/","看过","2018-12-07","四颗星分别给：克苏鲁元素（第一幕从房间内到灯塔上的转场镜头特意给了H.P.洛夫克拉夫特的名字一个特写）、古罗马元素（象征荣耀的华美雕塑变成沉没海底的断壁残垣）、性感的渔夫亚瑟王与美丽的亚特兰蒂斯女王。",
"25","有用","javascript:;","Hitchcock","https://www.douban.com/people/163279023/","看过","2018-12-07","视觉奇观温子仁牛逼！",
"8","有用","javascript:;","江湖遠人","https://www.douban.com/people/esunchien/","看过","2018-12-07","Make Atlantis Great Again！",
"5","有用","javascript:;","T.V.Zoe ி","https://www.douban.com/people/T.V.Zoe/","看过","2018-12-07","三星半上天入地打到眼花缭乱  史诗感也是有的 但长也是真的长  音乐其实做得很好很带劲儿  可惜没铺足 不然更燃  海王不愧是龌龊届第一帅的男人  但是最后那套penpineapplecucumberpen的黄金甲也是真的丑  湄拉公主正宗小美人鱼  太爱这种又美又能打的设定了！",
"12","有用","javascript:;","Repair","https://www.douban.com/people/60879959/","看过","2018-12-08","海王刀枪不入，怎么做的刺青！？",
"3","有用","javascript:;","zykmilan","https://www.douban.com/people/zykmilan/","看过","2018-12-08","看之前实在是被潮涌般的好评给吓到了，看完后表示……hm确实是还不错，但也不至于吧……除非是和DCEU之前的片子比！哈哈。确实不得不佩服温子仁掌控商业电影的能力，将暗黑与轻松结合的非常好。而且，其中Nicole和Amber两位女将各自打戏中的运镜也是酷炫到飞起，到底是亚裔，比其他好莱坞导演只会用碎到掉渣的剪辑来拍打戏强到不知道哪里去了。海底世界的塑造和视效也是异常拔群，让人不断感叹这到底是怎么拍出来的。但是整体看下来很难说突破了超级英雄片的窠臼，故事还是那样的故事，人也基本还是那样的人，只能说不功不过，很成功地完成了任务，但也没什么大的惊喜。",
"16","有用","javascript:;","1号游客","https://www.douban.com/people/120274901/","看过","2018-12-07","看了0点首映，果然不负外媒热评。超喜欢这类够MAN的英雄，这才是标准硬汉！我觉得DC的神奇女侠和海王要远比漫威的单体英雄要好看得多，至少达到复联级别的精彩。漫威太追求复联反而单体的剧情太薄弱了。海王场面壮观剧情出彩，可惜妮可和安布尔都是小胸妹。看完出来解急，站旁边的一大叔边尿边说：我草，太TM壮阔了，从没见过这么多的鱼……",
"2","有用","javascript:;","Alvaro","https://www.douban.com/people/Alvaro/","看过","2018-12-07","真王免票入场 外语改变人生","2018-12-07"
"4","有用","javascript:;","改名叫无名","https://www.douban.com/people/murongheruo/","看过","2018-12-07","马王就这样变成了海王……你问过风暴降生丹妮莉丝、铁王座的合法继承人、七国守护者、龙之母、大草原上的卡丽熙.龙妈了吗？",
"5","有用","javascript:;","mumudancing","https://www.douban.com/people/mumudancing/","看过","2018-12-18","《宝莲灯》海外版",
"25","有用","javascript:;","yep","https://www.douban.com/people/51274703/","看过","2018-12-07","不好看好吗，骗了我爆米花，中间还睡着了。故事情节真的是让人无力吐槽，人类污染了海洋的确值得吐槽，但你自己造那么多机械真的大丈夫?而且那个海王实在太像徐锦江了，男二也不帅，整部戏就打打打的，估计男生喜欢…看到那些螃蟹兵的时候莫名想要吃海鲜，温子仁很爱用密恐这一招…＃我真的很多OS＃",
"13","有用","javascript:;","SamSara","https://www.douban.com/people/samsaraw16/","看过","2018-12-07","炸裂，DC终于会讲故事了，不过也失去了点传承性的思考方式。有点像时髦值满点的Indiana Jones，也有点像没把故事说死之前的marvel。怎么说，多花点钱选块好屏看吧，物超所值",
"4","有用","javascript:;","沧海一小生","https://www.douban.com/people/157276889/","看过","2019-01-07","超炫的海底世界，给人十足的视觉享受，而且剧情也超级好看，再加上赏心悦目的颜，不错，真是不错！",
"3","有用","javascript:;","一粒空胶囊💊","https://www.douban.com/people/yongrue0815/","看过","2018-12-08","这回轮到我们给北美剧透了hiahiahia —— 12.02温子仁🐮B，拍了一部集合动作、冒险、奇幻、超英等元素的视听盛宴。IMAX观影效果爆炸的好，特别是音效。打斗场面也跟其他只有特效biubiubiu的特效片不同，大部分都是拳脚兵刃硬碰硬。有笑点也有一惊一乍恐怖的地方😂，观影时左手边的女孩子有三四次被吓得身体一抖。★★★★★ —— 12.08豆瓣现在完全沦为低端黑的聚集地了，注册个账号，想打几分打几分，隔壁猫眼电影淘票票什么的最起码还得买过票打分才算数。 —— 12.19",
"8","有用","javascript:;","海人1973","https://www.douban.com/people/135339936/","看过","2018-12-09","这几个热评也太膨胀了吧，你们是哪里来的自信，拿海王去和指环王比啊。。。是不是太久没吃海鲜给你们憋坏了？确实是一部合格的爆米花大片，DC这次终于能把剧情讲明白了，也真是不容易。",
"2","有用","javascript:;","海歌","https://www.douban.com/people/123838490/","看过","2018-12-07","海王牛批，故事线密集程度极高，比起漫威从第二阶段的加长版抖音电影不知道高到哪里去了，认真讲好了一个故事，可怜的是居然有人认为蜘蛛返校季季雷神3之流拍得比这好……国内人群的审美居然低到这种层次了，着实可惜",
"1","有用","javascript:;","Mona Lishark","https://www.douban.com/people/run11run/","看过","2019-01-25","海底发生了灭族规模的夺权之战，与此同时愚蠢陆地人站在超市生鲜冰柜前托着下巴思忖：哼…哪种鳕鱼口感更鲜嫩呢？",
"8","有用","javascript:;","marry","https://www.douban.com/people/182523616/","看过","2018-12-08","那些个说剧情有漏洞的我也是服了，除了诺兰老爷子拍的蝙蝠侠其余的超级英雄哪个有剧情？你说你吃个老婆饼还非得里面有老婆，这不是挑刺吗。特效及打斗场面无解，镜头运用的也很精妙，对于亚特兰蒂斯这个国度的诠释很饱满。超级英雄里面，Batman第一，Aquaman第二。",
"5","有用","javascript:;","Zeitgeist","https://www.douban.com/people/180633437/","看过","2018-12-11","真左派与温和左派的路线斗争，不用说，修正主义再次取得可耻但可贵的胜利——彩蛋没时间看，问工作人员了",
"3","有用","javascript:;","豆瓣机器人","https://www.douban.com/people/austim/","看过","2018-12-20","从此拉黑DC。",
"8","有用","javascript:;","隐","https://www.douban.com/people/1169348/","看过","2018-11-28","热血漫",
