"字段1","字段2_文本","字段2_链接","字段3_文本","字段3_链接","字段4","时间","字段5","时间1"
"23","有用","javascript:;","布拉德·跳票","https://www.douban.com/people/taiopiao/","看过","2018-12-07","情节就是个小朋友睡前故事级别",
"13","有用","javascript:;","美卡 mecca","https://www.douban.com/people/MECCA/","看过","2018-12-07","零点首映场@UME 7分+ 温子仁的DC宇宙宏大而不乏机趣的小段子，娱乐性大概是今年大片之最。试听方面因看了个前SIFF厅改的假Max折扣不少，场面节奏铺得过满易乏后力。蠢萌男主相当状况外，反英雄主旨港台译名水行侠更为贴切。俩女主养眼，匹诺曹牌燃气灶周母雷雨梗情侣去死团金银大王海底大决斗等交互烂梗令我快落。友提值得高亮IMAX/杜比厅。两个联想：1/曼森歌词云Travel the world and seven seas, everybody is looking for something... 当沙雕游记不错看，西西里段尤佳。2/世界右转反乌托邦，失落帝国重建的政治相当看似正确又反戈自黑。",
"12","有用","javascript:;","文刀大土申","https://www.douban.com/people/88652488/","看过","2018-12-07","视效惊喜。",
"9","有用","javascript:;","左胸上的吸盘","https://www.douban.com/people/CFJ/","看过","2018-12-22","和《正义联盟》一样，是DC目前最好的水准，材料堆得很足，有哥斯拉级的海王坐骑，有小动物一样的红毛蛮妹，比《黑豹》热闹有趣的异族王国和肉搏争王戏码，有海里抗潜艇的拉风出场，有《指环王》场面的海鲜战争，场面做的都可以，且尽量避免重复，看着不瞌睡。但也有问题，比如角色聊着天突然“咣”一下就有人冲过来的桥段全片用了至少三次，初见是惊喜再三出现就是笑话了；还有弟弟为发动战争而争王好歹有个理由，而海王去阻止的动机就没什么展开，这点上电影倒是十足人类本位主义，全片死的全是亚特兰蒂斯人，这样看着就憋气还无趣，换言之，这个“英雄”的塑造是站不住脚的，反倒是童年时水族馆那场对“王”的表现非常煽动。男主角出场是个跟毛子水兵都熟稔的愣头青，角色身上的自在和仇恨写的都算可信，在DC角色中属于稀有的可爱人物了",
"14","有用","javascript:;","品客","https://www.douban.com/people/inameless/","看过","2018-12-08","视觉奇观疲劳，大量的探索与打斗让人逐渐麻木，唯有海沟国的恐怖与血浆段落拍出了所期待的温子仁风格。综上所述：一般~~~。",
"7","有用","javascript:;","某四","https://www.douban.com/people/grafa/","看过","2018-12-20","请问六岁小孩儿看完以后天天拿个两叉戟（晾衣杆儿）在家狂转怎么破？",
"40","有用","javascript:;","Cosine","https://www.douban.com/people/Cosine.K/","看过","2018-12-07","吹过头了吧这片子？走视效技术路线的话请拜托有点高级的想象力和审美好吗...人物还是相当无稽啊，看完我只想说超英电影我还是只认漫威💆🏻♂️",
"9","有用","javascript:;","顿河","https://www.douban.com/people/alexcite/","看过","2018-12-10","多个一星，给最后的孙悟空。讲的是找龙王借定海神针，率领虾兵蟹将斗败六耳猕猴的故事。讲的也是青铜圣斗士角斗失败后找到黄金圣衣，战胜白银圣斗士的故事。影片的动作场面大大优于舞美，海底世界大概齐有西游记的影子，至于服装造型就更有些露怯。漫威DC的最大贡献在于把罗马半神人的形象具化了，贡献了男有美队雷神黑豹海王女有神奇女侠黑寡妇海后一系列长腿波霸。",
"17","有用","javascript:;","瑾朵朵","https://www.douban.com/people/jinduoduo/","看过","2018-12-07","明明是海鲜之王，自己游泳比较快还非要骑个海洋生物",
"6","有用","javascript:;","把噗","https://www.douban.com/people/babulliu/","看过","2018-12-10","最后对决请提前半小时到来。",
"7","有用","javascript:;","无人应答","https://www.douban.com/people/2349644/","看过","2018-12-09","最大优点是节奏极佳，故事就真的很一般很一般。视觉效果的想象力的确厉害，但其实就是水下版陆地奇幻，大部分概念有迹可循，根本谈不上视觉奇观，更不要和阿凡达比。温子仁的DC和罗素兄弟的漫威相比，最大差距是，海王中的人物非黑即白趋于扁平，而美队23妇联34中的角色几乎都是灰色的，好人有缺陷，反派也有魅力，以至于紫薯精这等大反派都有很多粉丝。",
"14","有用","javascript:;","l ǐ","https://www.douban.com/people/lff121/","看过","2018-12-08","海底打架这么美味的吗……我怎么看到了火爆大鱿鱼",
"13","有用","javascript:;","古尔齐亚","https://www.douban.com/people/gorfee/","看过","2018-12-07","简直神片，星球大战+阿凡达+冰与火之歌+海底两万里+哥斯拉+夺宝奇兵+谍影重重+西游记+圣斗士+魔兽世界…………爽点太满了",
"24","有用","javascript:;","乔京","https://www.douban.com/people/clynch/","看过","2018-12-07","咸水国大战看饿了",
"10","有用","javascript:;","范克里夫大尉","https://www.douban.com/people/cliffx/","看过","2018-12-07","特莉丝梅丽葛德大战钢铁兄弟会！",
"16","有用","javascript:;","马 夋","https://www.douban.com/people/june.q/","看过","2018-12-07","其实这个故事我觉得挺武侠的，但是加上温大神的私货，妈呀，化学效果太玩味了。#我DC扬眉吐气一把了",
"3","有用","javascript:;","乐山小佛","https://www.douban.com/people/eason0210/","看过","2018-12-10","3.5吧，有两场追逐戏不错，一个爆炸爆的很漂亮",
"10","有用","javascript:;","何茫茫","https://www.douban.com/people/moustique/","看过","2018-12-11","海王，一位集妈祖、孙悟空与哈利波特于一身的奇男子。让人很介意的是环保的事情最后就这么不了了之了？弟弟倡导保持海洋环境卫生有什么错啊！",
"7","有用","javascript:;","Neroat","https://www.douban.com/people/58426455/","看过","2018-12-23","好看。特效精彩，想象力丰富。还有男主角太MAN了，好性感！女主角超美的！一路看下来觉得视效很爽，剧情也不错，温子仁水平挺不错。",
"5","有用","javascript:;","文森特九六","https://www.douban.com/people/ILWTFT/","看过","2018-12-07","温子仁，二代山姆·雷米正式达成！",
"17","有用","javascript:;","SELVEN","https://www.douban.com/people/SELVEN/","看过","2018-12-07","68/100 维护世界和平这类身怀大义的类型片最重要的永远是人物动机，解决不好这个问题从头到尾都会感觉少了些什么。另外如果人物成长也没能充分展现出来，那就有可能危险了。展现细腻的人物情绪显然不是创作者们的强项，从三次重逢干瘪的现场，以及阿瑟和他爸对话时感觉两个人好似不太熟就可见一斑。但海王故事的框架很厚重，融合了多种类型片，有温拿手的惊悚、还有冒险、动作、战争等等，加上令人眼花缭乱的视觉效果，总算是让观众值回票价吧。",
"19","有用","javascript:;","VeryGZ","https://www.douban.com/people/GZ/","看过","2018-12-08","在取悦观众的方式上和《巨齿鲨》是没有区别的，无非预算高些，不能忍的是满屏跑马灯光污染、发光乳胶连体衣、塑料玩具过家家、配乐毫无节制难听到捂耳朵、跟JL一样赶工似的（甚至不如5年前环太平洋）五毛特效——扎克·施耐德才撒手一年DC连基本的审美底线都捅穿了，傻B华纳鼠目寸光。@卢米埃长楹天街LD Plus",
"8","有用","javascript:;","犹在镜中","https://www.douban.com/people/hansean/","看过","2018-12-07","直到中段才解决我“为什么海洋和大陆共享一种regime”的疑问，原来是传说中陨落的人类之城，所以“本是同根生”啊。这次超级英雄的蜕变走的是古典路线，回到了古罗马文明（更准确地说是神话中的王子成长叙事），而不再是嚼烂的冷战叙事。全片也充斥着对久远无考的文明之膜拜、敬仰，历史厚重感盖过了类“黑豹”的粉丝向服化道（看完还是觉得这个审美实在无法与中土世界相比，像是cosplay）。故事从“原初失落”开始，主角被自责和half born bastard的身份驱动，同时先天下之忧而忧的设定虽然被抹上罗马风味，但还是忍不出想了一下中国式庶子上位故事。至于为世界和平停战，不过是因为权力更迭，海洋和大陆（象征着国家之间）才能继续保持着动态的张力，毕竟你我的边界都需要对方的存在才得以成立，不算大同。3.5",
"26","有用","javascript:;","朝阳区妻夫木聪","https://www.douban.com/people/Invisible___/","看过","2018-12-07","什么嘛，这不就是孙悟空找定海神针嘛！文戏无聊到恨不得有个遥控器快进，偶有几场亮眼的戏，但整体还是没劲，水下世界看得我内心毫无波澜，严重怀疑有些人对超英片的评价是不是只剩一个“场面宏大特效出色”了，拜托别一个个都跟第一天看电影似的行吗。虽然这么说，但是妮可基德曼实在太美了太美了太美了，三颗星全都给她，其他的都退下吧。温子仁拍这种片还要夹带私货，真是辛苦。",
"8","有用","javascript:;","国王KING","https://www.douban.com/people/problemchildren/","看过","2018-12-10","温子仁牛逼，这部商业片拍得的确很成功，开场后每一秒都是高潮。海王的起源故事更加完整，亚特兰蒂斯王国视效引人入胜。湄拉的选角真的太美了……最后，DC这个故事值得五星。",
"12","有用","javascript:;","握不住的灵魂","https://www.douban.com/people/csp/","看过","2018-12-08","美术可能是个精分，另外谁说像西游记来着…好魔障哈哈哈",
"5","有用","javascript:;","巴伐利亞酒神","https://www.douban.com/people/darkwood/","看过","2018-12-07","擎起金色三叉戟的亚瑟，终于完成了从fishman到aquaman的“进化”。几乎每个80后都曾在《圣斗士星矢》的陪伴下成长。海皇波塞冬和他的三叉戟，曾经是他们童年记忆中的经典画面。据说“海王”亚瑟的原型，正是来自于希腊神话中的海神波塞冬。对于导演温子仁和他的信徒来说，《电锯惊魂》和《招魂》为他培养了无数死忠粉，《速度和激情7》则证明他完全有实力驾驭大型商业片，而《海王》简直给了他一次彻底放纵的权利，和近乎玩嗨的一种尝试。",
"35","有用","javascript:;","忆易疑伊","https://www.douban.com/people/cecie/","看过","2018-12-07","呃，怎么说呢。本来不应该对这种类型的电影有期待，但是真的硬伤太多，剧情很傻。一言难尽的不好看啊。",
"14","有用","javascript:;","色烈芬_","https://www.douban.com/people/69475039/","看过","2018-12-07","超出预期的好看！摄影好棒！温子仁拍的意大利和沙漠等好几个地方都美轮美奂 尤其是多场海戏 对于我一个热爱大海的人来说简直视觉盛宴！虽是英雄式电影但剧情其实也不低幼 寻找三叉戟带上了和平以及母爱是个好思路 而且诚意满满的143分钟里打斗戏拳拳到肉也是非常过瘾的！湄拉的红头发很美！今次真的要吹爆温子仁！！！",
"17","有用","javascript:;","胸口碎大石","https://www.douban.com/people/24139618/","看过","2018-12-07","8.5分，海王这种硬朗粗犷的风格好喜欢，能感觉到是一部精心打造的电影，摄影很棒，海底国度和人物动物造型都有浓浓的复古科幻风，非常喜欢，而且很衬那种“long live the King”的气场，原声贴合主题，没有一味强调气势，柔和中有力量。DC宇宙中，海王有点二，小闪是真萌，大超老爷相爱相杀，神奇女侠颜值担当，钢骨……额。",
"24","有用","javascript:;","罗汗","https://www.douban.com/people/lyojue/","看过","2018-12-08","内幕消息：《海王》制作费高达1.6亿美元，编剧费低达1美元。",
"5","有用","javascript:;","阿子-","https://www.douban.com/people/pandapie/","看过","2018-12-10","完蛋了，想起来满脑子都是老西游电视剧的当当当当的前奏…………视效挺好的，看完特别想去吃烧烤海鲜什么的……试问谁看到蜘蛛蟹出现的时候能安心坐得住……看到那么多钳子和腿满天飞，好像放熔岩里烤烤吃啊",
"8","有用","javascript:;","诸葛若见","https://www.douban.com/people/Jerry-feng/","看过","2018-12-10","1.温子仁的才华和审美都是顶尖。破船战海沟族，依稀可见电锯招魂恐怖片的气氛。海底探险，穿插少年成长戏，优秀的夺宝超英片。节奏紧凑，对于爆米花电影的掌控力也是炉火纯青。杰森·莫玛和艾梅柏·希尔德身材一个比一个火辣，打斗场面和盔甲造型也不错，造型神似圣斗士。画面五彩斑斓，视觉效果很赞。2.水平高于正义联盟、蝙战超等片，可以与复联系列掰手腕。但没有达到星球大战和魔戒的水平，用此来尬吹的太过头了。3.以及把海王拿来和诺兰蝙蝠侠三部曲来比的，麻烦去医院治治眼睛，根本就不是同一个风格的。硬说成海底阿凡达的也够了，很爱温子仁，但请不要捧杀他。",
"12","有用","javascript:;","荞麦","https://www.douban.com/people/qiaomai/","看过","2018-12-10","？所以为什么不消灭人类？？？",
"6","有用","javascript:;","方枪枪","https://www.douban.com/people/yalindongdong/","看过","2018-12-09","一点都不DC，十分漫威。爽片。3.5",
"6","有用","javascript:;","基瑞尔","https://www.douban.com/people/stevecarell/","看过","2018-12-07","宏大如英雄史诗，七大王国和权斗让亚特兰提斯和背后的世界观变得气势恢宏；好笑浪漫如生活片，主角作为outcast第一次适应新身份有着很古怪可爱的反差萌。前段的背景铺陈不冗长，中段用爱情亲情调剂，最后再大气收尾，编排得不让人无聊。此外Nicole和Amber组成了超英片里女性角色最高挑亮丽的“风景线”。特效中的“飞水风中转”和“万兽齐游”很壮观，算是一个不错的开局。",
"13","有用","javascript:;","枨不戒","https://www.douban.com/people/158266700/","看过","2018-12-07","看的很过瘾，各种元素调配的恰到好处，是部成功的商业片。好巧不巧的是我前段时间写的一个科幻中篇，也是写的亚特兰蒂斯，然后看电影时会不自觉对比，我描述的场景好土！然后，全程羞愧，怀着破碎的小心脏冒着冻雨走回家，觉得自己写的就是狗屎😭",
"15","有用","javascript:;","Steamed Punk","https://www.douban.com/people/minus16/","看过","2018-12-07","吹爆温子仁！文戏尴尬但是武戏太slay了完全不够看，还非常私心地加了几场jump scare。DC真人电影终于有翻身的一天了我爆哭",
"29","有用","javascript:;","扒坟扒到飘","https://www.douban.com/people/131023951/","看过","2018-12-07","本来想打四星的，特效无敌了，很牛逼，但是剧情太老套，扣了一分，但是妮可基德曼的颜值又拉回来了，好吧，就五星了，推荐。",
"10","有用","javascript:;","头你别疼了星人","https://www.douban.com/people/bruceyew/","看过","2018-12-07","我站小王子！一个缺爱的中二少年。音乐厉害，虽然一段一段连不太起来（西西里房顶上忽然就超级玛丽feel了），但胡来得很带劲。",
"28","有用","javascript:;","Narcissus","https://www.douban.com/people/138404927/","看过","2018-12-07","海底的亚特兰蒂斯世界，就是星战＋阿凡达＋指环王完美融合的世界！show off！Aquaman fucks me!最后一幕太show off！",
"21","有用","javascript:;","猪头妖怪","https://www.douban.com/people/PiggyOgre/","看过","2018-12-08","DCEU的电影水准之稳定，就仿佛有一套ISO标准一样，这点你不得不服：故事一如既往不会说，梗一如既往不好笑。一部电影，几乎啥都没有，除了秀颜值就是毫无节制地填塞特效。我呸。",
"6","有用","javascript:;","bymfeng","https://www.douban.com/people/dianmingshijian/","看过","2018-12-24","一个视觉冲击较大的情节：海王的爹妈分开20年后，老爹正常的发展成为一个谢顶大肚子的中年男人；但是老妈容颜完全没有变化。。。",
"19","有用","javascript:;","化熊出爪","https://www.douban.com/people/last-bible/","看过","2018-12-07","看完最大感受是P1S 正联 雕像即将大热卖、、",
"9","有用","javascript:;","麻绳","https://www.douban.com/people/ma-sheng/","看过","2018-12-07","蠢得有点可爱的电影，非常直，一点弯都不带拐的，确实跟漫威不一样，故事像一个老套的武侠小说。温子仁也是一个技术控，全片特效镜头数不胜数，看到后来已经彻底疲劳，而且前半段都是海底的场面，比较暗，看3D就更费劲了。",
"7","有用","javascript:;","天马星","https://www.douban.com/people/68499588/","看过","2018-12-08","流畅的运镜、瑰丽的奇观和张弛的节奏足以值回票价，更让我兴奋的是温子仁集商业类型元素大成——从「哈姆雷特」的王子复仇到「古墓丽影」的惊险探秘，从「印斯茅斯的阴影」的克苏鲁恐怖到「罗马假日」的唯美爱情——打造出一部难以定义的新超级英雄电影。然而最让我惊喜的还不止于此而是，温子仁在一个西方希腊神话故事的外衣下暗藏了一个东方功夫宗师传奇，东西方的文化元素在温子仁手里玩味得如火纯青，这一点比朱浩伟的全亚裔「摘金奇缘」更加值得赞许。当然以上三点是在牺牲了人物形象塑造与主题表达统一的基础上实现的，这也是《海王》最大的遗憾，因此《海王》可能算不上神片，但绝对是DCEU的救市之作。",
"16","有用","javascript:;","琼斯黄","https://www.douban.com/people/lengleng/","看过","2018-12-08","为了不断变化的视觉奇观牺牲掉人物塑造和有序的节奏感，奉献出超英史上最烂文戏之一，海王兄弟可萌可猛还没有正义联盟里来得立体。兄弟阋墙，彩虹桥，踩着神兽们降临的海武神分分钟穿越到雷神。睡在鲸的肚子里，召唤鱼群才应该是大海之主的超能力啊为什么要给我看“亚瑟王与金箍棒”？海底异世界的美术设定完全无感，花哨却毫无想象力，音乐更是各种风格随意衔接，开篇灯塔上唱起歌，就觉得这片子可能不会好了……",
"5","有用","javascript:;","珍珠","https://www.douban.com/people/huaxiren/","看过","2018-12-14","视觉的确美爆了。同时也中二极了（in a good way）。小美人鱼喜欢拿了金箍棒的孙悟空，可以理解。但是为什么Patrick Wilson还这么年轻好看？我站王弟这边呢，他的纲领只要去掉吞并海底诸王国这条，就是对的。最爱深海沟里群怪围着一团红光那个画面。",
"5","有用","javascript:;","牛腩羊耳朵","https://www.douban.com/people/yangshuangblue/","看过","2018-12-25","把台词写好一点可以吗，要求不高，不尴尬就可以了",
"11","有用","javascript:;","梅花牛","https://www.douban.com/people/1910834/","看过","2018-12-15","“妈，你也支持我哥吗？”“你们都是我的孩子，我一样爱你们…”“好的，妈，再见。”",
"9","有用","javascript:;","柏林苍穹下","https://www.douban.com/people/chenchangxing/","看过","2018-12-10","新瓶装旧酒，技术层面之外乏善可陈。",
"8","有用","javascript:;","2koo","https://www.douban.com/people/Jericho/","看过","2018-12-15","咸水王国国王的蟹钳被砍下来的那一刻，我饿了。",
"7","有用","javascript:;","木由","https://www.douban.com/people/loyoyo_O/","看过","2018-12-22","实力心疼一波帅弟弟，爸没得早，妈妈不想，舅舅不疼，女友还劈腿，一心致力于环保，辛苦20年结果沦为阶下囚。至今不能相信海王居然靠嘴炮说跑了史前大怪兽，以及最后打败弟弟的绝招竟然是齐天大圣定海神针同款用法（耍棍棍）。良心推荐，画面实在是太美了，带着信号弹驱散海怪坠入深渊一幕太梦幻了。不过话说回来，人类倾倒的石油和垃圾怎么处理请海王陛下下集好好讲一下。",
"3","有用","javascript:;","芦哲峰","https://www.douban.com/people/luhua/","看过","2019-01-26","是DC最接近漫威的一部，所以也是DC最好看的一部，但好看并不代表好。DC最好的电影依然是《守望者》与《黑暗骑士》，都是碾压漫威的存在。",
"5","有用","javascript:;","之晨","https://www.douban.com/people/129911592/","看过","2018-12-10","7.9超英的崛起都大同小异，就看特效能否合乎心意，近身肉搏屋顶跑酷好似素鸡动作戏，海沟下潜展现恐怖才华功力，一路寻宝风景瑰丽，角色众多还数妮可最为美丽，别吹什么海底版魔界指环王星球大战这就是属于温子仁的西游记。",
"8","有用","javascript:;","米粒","https://www.douban.com/people/conanemily/","看过","2018-12-31","怎么说呢。感觉就像荒野之息这种游戏时长至少200小时的游戏，拍了一个“三心一树枝直接干掉盖侬”的视频…😓",
"10","有用","javascript:;","秦子蛟🌈","https://www.douban.com/people/bigAnut/","看过","2018-12-09","特效满分，剧情就…………嗯…………基本上可以概括为：做女人，要多看外面的世界，才能选对男人，眼界低的只能和250过",
"10","有用","javascript:;","海边的安托万","https://www.douban.com/people/108040008/","看过","2018-12-08","作为一个只有两百多年历史的国家，美国人正在通过一系列漫画英雄构建自己的现代神话体系，以弥补自己的神话缺失，当然和这个国家的多元性一样，这些漫画宇宙也是兼收并蓄的拿来主义。而《海王》是其中最具有神话气质一部，并且它继承了商业片前辈《星球大战》《指环王》《阿凡达》这些顶级娱乐产品的优点，既有瑰丽的视觉塑造和特效水准，又有恢宏的史诗场面和历史传说。《海王》的格局超越了所有的漫威爆米花，在DC电影里也会是非常独特和重要的一部，作为一个漫改电影的黑粉，我竟然也被它打动到了。剧本沿用了王子公主爱情童话的古老故事模型，并加入了冒险探秘和宫廷政变夺权这另外两种通俗模式，虽然没有上述提及的前辈大片的开创意义，但确实达到了爆米花电影的上限。","2018-12-08"
"3","有用","javascript:;","娘圈圈 瞎比比","https://www.douban.com/people/zeroqq/","看过","2018-12-08","挺热闹的，花钱了，肉有点少（看的IMAX，还是觉得载家看就挺好，不过载家我可能会快进，IMAX那个大眼镜儿我戴不住！）咋说，觉得没有千星之城好看(●◡●)ﾉ 倒是很好吃，看饿了……","2018-12-08"
"5","有用","javascript:;","仓房","https://www.douban.com/people/ruye01/","看过","2018-12-08","字面意义上的“好看”，也仅限于此。另外温馨提示会看饿，想吃螃蟹，龙虾，墨鱼，金枪鱼。","2018-12-08"
"16","有用","javascript:;","老袁","https://www.douban.com/people/yrsyl/","看过","2018-12-09","各方面都不失DC水准，但在电影院只感觉到疲惫。以及希望这种视效大片可以控制在90-110分钟，143分钟是在挑战观众对3D眼镜忍耐力和膀胱的持久力。",
"17","有用","javascript:;","YQY-Vader","https://www.douban.com/people/124006390/","看过","2018-12-07","温子仁的确打造了一部与众不同的DC电影，把他擅长的元素都加了进去，开场就定下恐怖基调，然后来了一波曾经最熟悉的温子仁式动作戏（室内环绕运动镜头和90度的翻转镜头）后面还塞了不少速激式摇滚乐，就这点来说温子仁成功把他所长之处很好地结合进电影里。叙事模式上多次转场来交代前情或推动剧情，使得前中期叙事效率高，让人感觉超英电影里那些尴尬台词文戏不太冗长，且能照顾多故事线，但也因此让每条故事线情感都不饱满不够有说服力，最让人失望的是越往后画面越来越精彩（的确有海底指环王之势），但随之给主人公设置的障碍越来越低，尤其在取三叉戟那段感觉是真的编不下去或者没钱了，最后拿到三叉戟之后更是一路顺风，终归还是没写好第三幕。这部DC如果大爆之后，扎导可能真的就凉透了，执行制片人署名扎克施耐德太讽刺了。",
"11","有用","javascript:;","你大立","https://www.douban.com/people/yaoguanzi/","看过","2018-12-08","圆了我从小幻想围观西游记里虾兵蟹将打架的梦！！","2018-12-08"
"15","有用","javascript:;","HURRY","https://www.douban.com/people/80059301/","看过","2018-12-08","豆瓣的评分，要么6，要么8。我想还是6吧，否则对不起8分的其他电影。还有，希望超级英雄类电影赶紧完蛋，这么下去好莱坞的创意枯竭的速度还会继续加速。",
"21","有用","javascript:;","fmmp","https://www.douban.com/people/180401152/","看过","2018-12-07","一定要去看iMax，一定要去看iMax，一定要去看iMax，特效吹爆！！！！！明天去二刷！！！！",
"9","有用","javascript:;","地平线的旧火车","https://www.douban.com/people/67880800/","看过","2018-12-07","曾经有个姑娘，她没有美若天仙，但在你眼中也是一见倾心，她不会甜言蜜语，但却字字走心。姑娘想成为很火的主播，但大家并不是特别买账，有人说姑娘不爱笑，有人说姑娘不够漂亮，他们更喜欢另一个主播，那个主播出道多年，深知说什么话大家爱听，还很会化妆。后来，姑娘把自己整容成了网红脸，说话风格也变得普罗大众，果然获得了一片好评。你可以爱她，也可以不再爱她。你知道你永远不会讨厌她，你想，这样对她来说也不错吧。但是你心里可真难过啊…",
"8","有用","javascript:;","伊谢尔伦的风","https://www.douban.com/people/iserlohnwind/","看过","2018-12-08","看完特别饿，想吃海鲜锅。",
"3","有用","javascript:;","面包面条面饼","https://www.douban.com/people/50782420/","看过","2018-12-14","读得罗马史 抱得美人归 n.b. Romulus传说中就是弑兄 at 大融城",
"6","有用","javascript:;","加肥猫","https://www.douban.com/people/jiafeimao/","看过","2018-12-07","超级大爽片。离《阿凡达》《指环王》这样的经典只差一口气。说到底，还是情节太赶了。作为观影人而言，十分满足，只是少些回味。",
"11","有用","javascript:;","丁丁虫","https://www.douban.com/people/lovedzc/","看过","2018-12-12","蠢",
"2","有用","javascript:;","匡匡","https://www.douban.com/people/rakumm/","看过","2019-02-01","我特猫的为啥要看这种玩意儿？是生命活该浪费，还是单位时间的价格太低？是美剧都追完了？还是日剧不够追了？是家里成堆成堆的漫画都读完了？ 还是颁奖季攒的提名片都打卡了？",
"8","有用","javascript:;","喵老师2333","https://www.douban.com/people/York29/","看过","2018-12-07","《速度与激情之海底漂移》。这个故事告诉我们哪怕是氪金也要爆橙装是非常重要的一件事情，以及任何宇宙里拥有茂密长发的哥哥总有一个发际线后移的弟弟跟他相爱相杀。海沟国一下兼顾了深海恐惧症和密集恐惧症两者，非常贴心。",
"8","有用","javascript:;","德川咪咪","https://www.douban.com/people/zhangxy1326/","看过","2018-12-16","海王如何拯救了亚特兰蒂斯没让他们攻上陆地碰到超人的故事",
"9","有用","javascript:;","文森Vincent","https://www.douban.com/people/jinjidexiong/","看过","2018-12-09","温子仁的一部分恐怖片调度用在这部电影上意外很是奏效，特效场面也做得还算不错，但高潮戏真的很聒噪、很无聊、很质感廉价。《海王》和《神奇女侠》最好的部分都是开篇段落烘托出的一种“神话”氛围，最糟糕的部分都是后半段落入让人白眼的以武抗武的原始人般的狭隘逻辑。★★★",
"10341","有用","javascript:;","凌睿","https://www.douban.com/people/lingrui1995/","看过","2018-12-03","精美绝伦的水下世界，宏伟瑰丽的海底奇观，堪称“海底《阿凡达》，水下潘多拉”。亚特兰蒂斯的史诗级战争气势磅礴，媲美《星球大战》和《指环王》。动作戏登峰造极，拳拳到肉，让人再次感受《钢铁之躯》的震撼。飞船追逐更是眼花缭乱，引人入胜，仿佛把《速度与激情》搬到了海底。寻找三叉戟的探险之旅同样其乐无穷，妙趣横生，又是《夺宝奇兵》的再现。影片核心又回归到对家庭的探索和对自我的肯定，承载着成长和母爱，自信和亲情。最后一个镜头让人热泪盈眶，正如托马斯终于等到与妻子重逢，我们也终于等到DC近几年最优秀的电影。温子仁如卡梅隆和彼得·杰克逊附体，拍了一部动作、冒险、奇幻、超英等元素的集大成者。它是《黑暗骑士》之后最好的超级英雄电影之一，从此影史将记住《海王》的名字。",
"6150","有用","javascript:;","陆支羽","https://www.douban.com/people/luzhiyu/","看过","2018-12-04","4.5。1.从造梦层面而言，温子仁真的远超我的预期；如果你觉得这也算失手，那我无话可说，只能闭嘴。2.这场梦始于失落的亚特兰蒂斯，继而又按图索骥，如探索迷宫般牵引出整座深海帝国的神秘版图，看似不过闯关游戏式的老套路，其实还是以西方古典神话为模本的，类似亚瑟王寻找圣杯。3.固然温子仁并没有全然秉承DC的暗黑风格，但那场海王亚瑟与守护三叉戟的海怪之间的对话，着实是以DC的方式丰满了角色。4.要说不足，西西里跑酷略显脱节，而海底决战时刻有点场面失控。",
"5311","有用","javascript:;","无耻不混蛋","https://www.douban.com/people/miumiu-li/","看过","2018-12-04","温子仁就是“狂”，并且简直就是个“技术狂人”啊。斯皮尔伯格、卢卡斯、卡梅隆之后，就是温子仁了。世界顶级技术型导演，从此以后，有了一名华裔，温子仁！！！他怎么可以把一部超英片，拍得如此上天入海、天花乱坠、无所不用其极啊。",
"4483","有用","javascript:;","晚不安","https://www.douban.com/people/yellowmoonbird/","看过","2018-12-07","即便已经降低期待值，内心还是毫无波动，甚至翻了十几个白眼，感觉这届观众对DC特别宽容。充其量跟过誉的《神奇女侠》打个平手，说《蝙蝠侠》以后DC最佳我已经大跌眼镜，还拿它跟《指环王》相提并论，How dare u?搞几场模式化的大阵仗、扯个宏大世界观就叫史诗感？不过黑豹+雷神mix而已，核心故事是一个武夫捡了黄金装备以后，轻松打败白银装备然后靠血统称王，没看到一点人物弧光，价值观也是陈腐的。叙事处处落入窠臼，三条故事线基本上各自为政，而爱情和亲情的情感线也是羸弱不堪的，你所谓的叙事效率高在我这只觉得冗长。发完这条肯定有人觉得我是对面漫威派来的黑粉，但是我要告诉大家，我爱《蝙蝠侠》，我也爱渣导的MoS和BVS，那里面有人性的挣扎和纠缠，但是《海王》没有。21世纪的超英片绝不能止步于视觉奇观。",
"4457","有用","javascript:;","影志","https://www.douban.com/people/tjz230/","看过","2018-12-05","海底世界戏份多到超出想象，这是一部主打海洋英雄的片应有的样子，一本满足。撒哈拉沙漠、西西里岛、海沟族追逐戏、地心藏海…奔波全球海洋奇观，上天入地，美不胜收。温子仁手下的DC，不再暗黑，情节跌宕又完整，正如他的恐怖片一样吸人，吸入深海底。亚特兰蒂斯与亚瑟的历史传说，完美融入超级英雄剧情，陆地之子抑或海洋之王，海王不止粗汉也有柔情，三叉戟秒变金箍棒，这不就是《西游记之大闹龙宫》？红发女主的造型很美，特别是水母服。“海洋的世界里没有眼泪” 几十年的灯塔守护直接戳泪，爱一个人不就是这样的无私与痴情？2018最佳娱乐大赏，《狮子王》版《海底总动员》，《黑暗骑士》后最好的DC院线片。",
